employee_id,month,productivity_level,days_worked,performance_score,incident_count,incident_type,department,location,job_title,worker_type
765,2024-12,151.66245500478908,19,3.6,0,,Logistics,Upington,Forklift Operator,Permanent
766,2024-12,225.9499988695327,14,3.0,0,,Pack House Operations,Ceres Pack House,Quality Inspector,Permanent
768,2024-12,151.04078646721243,18,3.5,0,,Maintenance,Citrusdal Pack House,Electrician,Permanent
770,2024-12,120.66331269172267,19,3.3,0,,Maintenance,Citrusdal Pack House,Equipment Technician,Permanent
771,2024-12,130.65857086163206,19,3.4,0,,Administration,Upington,Office Manager,Permanent
772,2024-12,109.49744886893197,15,2.8,0,,Administration,Citrusdal,HR Assistant,Contract
773,2024-12,127.1193066460828,19,3.4,0,,Logistics,Upington,Forklift Operator,Permanent
774,2024-12,128.8911061271088,18,3.3,0,,Logistics,Ceres Pack House,Dispatcher,Contract
775,2024-12,95.33527211657754,17,2.9,2,Policy Violation,Maintenance,Dullstroom,Maintenance Worker,Seasonal
776,2024-12,114.59885236524424,15,2.8,2,Policy Violation,Citrus Production,Citrusdal,Harvester,Seasonal
777,2024-12,152.026415886538,19,3.6,0,,Maintenance,Graaff-Reinet,Equipment Technician,Permanent
778,2024-12,110.93704309127469,19,3.2,0,,Maintenance,Upington,Equipment Technician,Contract
779,2024-12,202.39529988411647,16,3.0,0,,Pack House Operations,Ceres,Sorter,Seasonal
780,2024-12,97.19855393471349,16,2.9,0,,Cattle Farming,Dullstroom,Cattle Herder,Seasonal
781,2024-12,146.41598053035065,16,3.3,0,,Maintenance,Graaff-Reinet,Electrician,Permanent
782,2024-12,162.39622816115005,18,3.0,2,Tardiness,Pack House Operations,Ceres,Packer,Seasonal
783,2024-12,125.95113930738766,18,3.3,0,,Maintenance,Graaff-Reinet,Mechanic,Permanent
784,2024-12,166.2302479784447,18,3.0,0,,Pack House Operations,Ceres Pack House,Quality Inspector,Seasonal
785,2024-12,131.57100361784322,19,3.3,0,,Grape Production,Upington,Vineyard Supervisor,Seasonal
787,2024-12,137.20548696502493,20,3.6,0,,Maintenance,Dullstroom,Equipment Technician,Permanent
788,2024-12,143.92668019510364,20,3.6,0,,Logistics,Citrusdal,Dispatcher,Permanent
789,2024-12,228.01382785768413,20,3.6,0,,Pack House Operations,Citrusdal Pack House,Packer,Permanent
790,2024-12,125.92187947363146,8,2.2,0,,Citrus Production,Ceres,Farm Supervisor,Seasonal
791,2024-12,133.1747035042787,18,3.2,0,,Grape Production,Upington,Pruner,Permanent
792,2024-12,132.00083587872587,17,3.1,2,Unauthorized Absence,Citrus Production,Citrusdal,Tractor Driver,Seasonal
793,2024-12,110.85659346865243,10,2.3,0,,Maize Production,Graaff-Reinet,Field Supervisor,Seasonal
794,2024-12,163.4169453291176,17,2.9,0,,Pack House Operations,Ceres,Floor Supervisor,Seasonal
795,2024-12,97.94809971664841,17,2.9,0,,Maintenance,Graaff-Reinet,Maintenance Supervisor,Contract
796,2024-12,110.51810677901966,19,3.2,0,,Logistics,Upington,Warehouse Worker,Permanent
797,2024-12,170.9495949848737,20,3.7,0,,Citrus Production,Citrusdal,Farm Worker,Permanent
800,2024-12,120.61669826774853,13,2.6,0,,Citrus Production,Citrusdal,Farm Supervisor,Seasonal
801,2024-12,207.7717693533153,13,2.8,2,Equipment Damage,Pack House Operations,Ceres Pack House,Packer,Seasonal
804,2024-12,129.31220923474294,20,3.5,0,,Administration,Graaff-Reinet,Office Manager,Permanent
806,2024-12,138.04877055974805,15,3.1,0,,Maintenance,Dullstroom,Maintenance Worker,Permanent
808,2024-12,107.0526195677418,15,2.8,0,,Maintenance,Graaff-Reinet,Equipment Technician,Permanent
809,2024-12,112.09897764505146,18,3.2,0,,Administration,Ceres,Payroll Officer,Permanent
810,2024-12,101.61188266887439,14,2.7,0,,Administration,Dullstroom,Office Manager,Seasonal
811,2024-12,163.11410076184492,10,2.3,0,,Pack House Operations,Citrusdal Pack House,Logistics Coordinator,Seasonal
812,2024-12,177.83883951882768,18,3.1,0,,Pack House Operations,Ceres Pack House,Floor Supervisor,Seasonal
813,2024-12,120.35772739849789,20,3.4,0,,Logistics,Citrusdal,Logistics Supervisor,Permanent
814,2024-12,121.0197780950336,19,3.3,0,,Administration,Ceres,HR Assistant,Permanent
815,2024-12,99.36095716157995,18,3.0,0,,Logistics,Ceres Pack House,Dispatcher,Permanent
816,2024-12,119.4574316814151,14,2.7,2,Policy Violation,Grape Production,Upington,Viticulturist,Permanent
817,2024-12,138.27340644983587,18,3.4,0,,Maintenance,Ceres,Mechanic,Permanent
818,2024-12,121.6791038277763,20,3.4,0,,Maintenance,Graaff-Reinet,Maintenance Worker,Permanent
820,2024-12,125.56431181243384,20,3.5,0,,Logistics,Ceres Pack House,Logistics Supervisor,Permanent
821,2024-12,143.12417150022145,20,3.6,0,,Maintenance,Dullstroom,Equipment Technician,Permanent
822,2024-12,241.29726933788237,16,3.3,0,,Pack House Operations,Ceres Pack House,Machine Operator,Permanent
823,2024-12,123.09365916052066,19,3.3,0,,Administration,Citrusdal,Data Entry Clerk,Permanent
825,2024-12,207.44855129205965,15,3.0,0,,Pack House Operations,Citrusdal Pack House,Floor Supervisor,Seasonal
826,2024-12,121.19344591658273,16,2.9,0,,Grape Production,Upington,Pruner,Seasonal
827,2024-12,118.18726864904069,15,2.8,1,Safety Incident,Citrus Production,Citrusdal,Tractor Driver,Seasonal
828,2024-12,118.8209788787145,19,3.3,0,,Maintenance,Citrusdal Pack House,Maintenance Supervisor,Permanent
829,2024-12,103.74798016848027,15,2.8,0,,Administration,Dullstroom,HR Assistant,Seasonal
830,2024-12,168.64663754588656,12,2.5,0,,Pack House Operations,Ceres Pack House,Machine Operator,Seasonal
831,2024-12,201.45082305629992,10,2.5,0,,Pack House Operations,Citrusdal Pack House,Quality Inspector,Seasonal
832,2024-12,105.97521138648337,13,2.5,0,,Grape Production,Upington,Vineyard Worker,Seasonal
833,2024-12,105.28097328844044,14,2.6,0,,Grape Production,Upington,Harvester,Seasonal
834,2024-12,160.95071180500977,19,3.7,0,,Maintenance,Upington,Maintenance Supervisor,Permanent
835,2024-12,86.16767247434957,17,2.9,0,,Cattle Farming,Dullstroom,Livestock Supervisor,Seasonal
836,2024-12,116.08915709619188,18,3.2,0,,Administration,Citrusdal Pack House,Admin Clerk,Permanent
838,2024-12,135.27520218874005,20,3.6,0,,Maintenance,Ceres,Mechanic,Permanent
839,2024-12,104.17613701265856,13,2.5,0,,Citrus Production,Citrusdal,Harvester,Seasonal
840,2024-12,119.99234891145629,20,3.4,0,,Maintenance,Dullstroom,Maintenance Supervisor,Permanent
841,2024-12,242.8587094267056,20,3.7,0,,Pack House Operations,Citrusdal Pack House,Floor Supervisor,Permanent
842,2024-12,105.68135443194787,18,3.0,0,,Citrus Production,Ceres,Farm Worker,Contract
843,2024-12,142.81618648882142,17,3.3,1,Safety Incident,Logistics,Upington,Logistics Supervisor,Permanent
844,2024-12,165.8574291413849,19,3.6,0,,Citrus Production,Ceres,Farm Supervisor,Permanent
845,2024-12,154.3563303568041,16,3.4,0,,Maintenance,Graaff-Reinet,Maintenance Supervisor,Permanent
846,2024-12,125.35947292567734,13,2.7,0,,Grape Production,Upington,Vineyard Supervisor,Seasonal
847,2024-12,127.25621437340928,12,2.6,0,,Citrus Production,Citrusdal,Farm Worker,Seasonal
849,2024-12,135.95351581535954,17,3.2,0,,Maize Production,Graaff-Reinet,Tractor Driver,Contract
851,2024-12,185.95600435400655,12,2.6,0,,Pack House Operations,Ceres,Packer,Contract
853,2024-12,107.63289637398317,12,2.4,0,,Maize Production,Graaff-Reinet,Farm Worker,Seasonal
854,2024-12,132.1486407699795,20,3.5,0,,Logistics,Ceres Pack House,Dispatcher,Permanent
855,2024-12,99.71777177132448,18,3.0,0,,Maintenance,Citrusdal,Electrician,Contract
856,2024-12,171.03175574776304,9,2.2,0,,Pack House Operations,Citrusdal Pack House,Logistics Coordinator,Seasonal
858,2024-12,126.96457434945188,15,3.0,0,,Maintenance,Citrusdal Pack House,Maintenance Worker,Contract
859,2024-12,120.69753641430572,16,2.9,2,Tardiness,Grape Production,Upington,Vineyard Supervisor,Seasonal
860,2024-12,132.11512429303835,16,3.0,0,,Citrus Production,Citrusdal,Harvester,Contract
861,2024-12,108.43919997273447,15,2.7,0,,Citrus Production,Citrusdal,Harvester,Permanent
862,2024-12,106.53698622591943,9,2.1,2,Policy Violation,Grape Production,Upington,Vineyard Worker,Seasonal
864,2024-12,122.59075605426625,11,2.5,0,,Citrus Production,Citrusdal,Tractor Driver,Seasonal
865,2024-12,173.46530314879425,19,3.2,0,,Pack House Operations,Citrusdal Pack House,Sorter,Permanent
866,2024-12,152.97542147610656,20,3.7,0,,Maintenance,Graaff-Reinet,Mechanic,Permanent
867,2024-12,110.57517765162707,16,2.8,0,,Citrus Production,Ceres,Tractor Driver,Seasonal
868,2024-12,140.66190055380955,19,3.5,0,,Logistics,Citrusdal Pack House,Forklift Operator,Permanent
869,2024-12,115.16200584293661,15,2.8,0,,Maize Production,Graaff-Reinet,Harvester,Seasonal
870,2024-12,117.75483164627447,17,3.1,0,,Maintenance,Graaff-Reinet,Mechanic,Permanent
872,2024-12,105.50676597449957,11,2.3,0,,Grape Production,Upington,Viticulturist,Seasonal
873,2024-12,166.4778325359558,12,2.5,0,,Pack House Operations,Citrusdal Pack House,Quality Inspector,Seasonal
874,2024-12,130.26730391833644,20,3.5,0,,Administration,Dullstroom,HR Assistant,Permanent
875,2024-12,124.58133445356184,15,3.0,0,,Administration,Citrusdal,Admin Clerk,Permanent
876,2024-12,102.76417086899441,20,3.4,0,,Cattle Farming,Dullstroom,Livestock Supervisor,Permanent
877,2024-12,179.28766759794496,16,2.9,0,,Pack House Operations,Citrusdal Pack House,Quality Inspector,Seasonal
878,2024-12,94.47236186793671,13,2.6,0,,Cattle Farming,Dullstroom,Farm Hand,Contract
879,2024-12,153.7222360674247,20,3.7,0,,Administration,Dullstroom,Admin Clerk,Permanent
880,2024-12,143.07465397262678,19,3.5,0,,Maintenance,Ceres Pack House,Electrician,Permanent
881,2024-12,105.41809186634511,13,2.7,0,,Cattle Farming,Dullstroom,Livestock Supervisor,Seasonal
882,2024-12,111.00795048942543,18,3.3,0,,Cattle Farming,Dullstroom,Livestock Supervisor,Permanent
883,2024-12,138.93644722782514,19,3.5,2,Policy Violation,Maintenance,Graaff-Reinet,Mechanic,Permanent
884,2024-12,110.86041068645592,11,2.4,0,,Maize Production,Graaff-Reinet,Field Supervisor,Seasonal
885,2024-12,219.6374000263384,18,3.3,0,,Pack House Operations,Ceres,Floor Supervisor,Permanent
886,2024-12,130.17552371474852,10,2.6,0,,Maintenance,Dullstroom,Maintenance Supervisor,Contract
887,2024-12,83.03936969344612,19,3.1,0,,Cattle Farming,Dullstroom,Animal Care Specialist,Contract
888,2024-12,126.28720954733852,6,2.0,0,,Citrus Production,Citrusdal,Farm Worker,Seasonal
889,2024-12,215.97293053952498,20,3.5,0,,Pack House Operations,Citrusdal Pack House,Sorter,Permanent
891,2024-12,110.14761903315991,19,3.2,0,,Maintenance,Ceres Pack House,Maintenance Supervisor,Permanent
892,2024-12,210.80245667329353,20,3.5,0,,Pack House Operations,Citrusdal Pack House,Logistics Coordinator,Permanent
893,2024-12,127.81764191443074,18,3.4,0,,Cattle Farming,Dullstroom,Animal Care Specialist,Permanent
894,2024-12,115.81924227981031,17,3.0,0,,Citrus Production,Citrusdal,Tractor Driver,Contract
896,2024-12,132.36898509978877,20,3.4,0,,Citrus Production,Ceres,Irrigation Specialist,Permanent
897,2024-12,127.69134863414581,20,3.5,0,,Maintenance,Citrusdal Pack House,Maintenance Worker,Permanent
898,2024-12,117.77128351864324,10,2.4,0,,Maintenance,Dullstroom,Equipment Technician,Seasonal
899,2024-12,106.86620139832311,15,2.8,0,,Logistics,Ceres Pack House,Warehouse Worker,Contract
901,2024-12,103.9319735475087,13,2.6,0,,Maintenance,Dullstroom,Maintenance Supervisor,Seasonal
902,2024-12,235.1948143727281,18,3.4,0,,Pack House Operations,Citrusdal Pack House,Quality Inspector,Permanent
903,2024-12,114.82165094290468,11,2.4,0,,Citrus Production,Citrusdal,Harvester,Seasonal
904,2024-12,154.07594182092438,17,3.4,0,,Logistics,Graaff-Reinet,Logistics Supervisor,Permanent
906,2024-12,142.1739544225562,20,3.6,0,,Maintenance,Dullstroom,Equipment Technician,Permanent
907,2024-12,149.5072901409087,18,3.5,0,,Logistics,Ceres Pack House,Dispatcher,Permanent
908,2024-12,199.00974812694673,16,3.0,0,,Pack House Operations,Ceres Pack House,Sorter,Seasonal
909,2024-12,98.65609020318445,18,3.0,0,,Maintenance,Dullstroom,Electrician,Seasonal
910,2024-12,118.40131558494566,13,2.6,0,,Grape Production,Upington,Viticulturist,Seasonal
911,2024-12,83.30128221560017,10,2.2,0,,Cattle Farming,Dullstroom,Cattle Herder,Seasonal
914,2024-12,116.54088446159857,20,3.4,0,,Administration,Upington,Office Manager,Permanent
915,2024-12,115.61441258900172,12,2.5,2,Policy Violation,Grape Production,Upington,Pruner,Seasonal
916,2024-12,126.63638654605454,20,3.5,0,,Administration,Dullstroom,Admin Clerk,Permanent
917,2024-12,105.96081481487897,16,2.8,0,,Grape Production,Upington,Viticulturist,Seasonal
918,2024-12,113.85151632695238,20,3.4,0,,Logistics,Upington,Forklift Operator,Permanent
920,2024-12,105.32908357430924,11,2.4,2,Unauthorized Absence,Maintenance,Dullstroom,Maintenance Worker,Seasonal
921,2024-12,158.43993154119937,5,1.8,0,,Pack House Operations,Ceres,Sorter,Seasonal
922,2024-12,110.72700964488675,20,3.3,0,,Maintenance,Ceres Pack House,Maintenance Worker,Permanent
923,2024-12,116.10165900891089,18,3.2,0,,Administration,Upington,Data Entry Clerk,Contract
924,2024-12,129.6771798415229,20,3.5,0,,Maintenance,Dullstroom,Electrician,Permanent
926,2024-12,112.28822440718916,17,3.1,0,,Administration,Dullstroom,Office Manager,Permanent
927,2024-12,133.5426063370913,19,3.4,0,,Maintenance,Upington,Electrician,Permanent
928,2024-12,158.8381697929337,14,2.6,0,,Pack House Operations,Citrusdal Pack House,Packer,Seasonal
929,2024-12,218.31213884145473,20,3.5,0,,Pack House Operations,Citrusdal Pack House,Logistics Coordinator,Permanent
930,2024-12,137.83929808643188,18,3.3,0,,Citrus Production,Citrusdal,Tractor Driver,Seasonal
931,2024-12,155.13743908193402,18,3.6,0,,Logistics,Citrusdal Pack House,Dispatcher,Permanent
932,2024-12,143.90418833728097,13,3.0,0,,Administration,Dullstroom,HR Assistant,Permanent
933,2024-12,133.7430669367832,18,3.4,2,Safety Incident,Administration,Graaff-Reinet,Office Manager,Contract
934,2024-12,110.62886877301744,16,2.9,0,,Maintenance,Dullstroom,Equipment Technician,Seasonal
937,2024-12,106.80585614750265,14,2.7,0,,Maintenance,Citrusdal,Equipment Technician,Contract
938,2024-12,125.9295840716483,18,3.3,0,,Administration,Ceres Pack House,HR Assistant,Permanent
939,2024-12,124.26218918616998,20,3.5,0,,Administration,Dullstroom,Office Manager,Permanent
940,2024-12,127.49201582541723,19,3.3,0,,Citrus Production,Ceres,Tractor Driver,Permanent
941,2024-12,123.25947201787974,19,3.2,1,Safety Incident,Maize Production,Graaff-Reinet,Crop Specialist,Permanent
942,2024-12,186.14380375308494,14,2.8,0,,Pack House Operations,Ceres,Packer,Seasonal
943,2024-12,140.2363864500232,20,3.6,0,,Maintenance,Citrusdal,Mechanic,Permanent
944,2024-12,117.8721173608302,17,3.1,0,,Administration,Upington,HR Assistant,Permanent
945,2024-12,107.59704125021723,18,3.2,0,,Cattle Farming,Dullstroom,Animal Care Specialist,Seasonal
946,2024-12,88.37255016181511,12,2.5,0,,Cattle Farming,Dullstroom,Farm Hand,Contract
947,2024-12,117.13124470156416,20,3.4,0,,Administration,Citrusdal,Data Entry Clerk,Permanent
950,2024-12,142.19340465152274,20,3.5,0,,Maize Production,Graaff-Reinet,Tractor Driver,Permanent
951,2024-12,205.32862089863278,19,3.4,0,,Pack House Operations,Citrusdal Pack House,Packer,Contract
952,2024-12,105.76677940061067,14,2.7,0,,Maintenance,Dullstroom,Maintenance Worker,Seasonal
954,2024-12,263.8921260310907,14,3.2,0,,Pack House Operations,Ceres Pack House,Floor Supervisor,Permanent
955,2024-12,202.64145569021082,20,3.4,0,,Pack House Operations,Ceres,Machine Operator,Permanent
956,2024-12,132.82681266662843,14,3.0,0,,Logistics,Graaff-Reinet,Dispatcher,Contract
957,2024-12,162.2248797512563,16,2.8,0,,Pack House Operations,Ceres,Machine Operator,Contract
959,2024-12,119.88130312782926,20,3.4,0,,Logistics,Graaff-Reinet,Dispatcher,Permanent
960,2024-12,171.7232703992841,16,2.9,0,,Pack House Operations,Citrusdal Pack House,Packer,Seasonal
961,2024-12,158.7276214759651,14,2.6,0,,Pack House Operations,Ceres Pack House,Floor Supervisor,Seasonal
962,2024-12,124.10925211632107,13,2.8,0,,Logistics,Graaff-Reinet,Forklift Operator,Contract
963,2024-12,189.351386641594,18,3.2,0,,Pack House Operations,Citrusdal Pack House,Quality Inspector,Seasonal
965,2024-12,130.63722071240727,18,3.3,0,,Administration,Dullstroom,Admin Clerk,Permanent
966,2024-12,153.15011645869757,19,3.5,0,,Citrus Production,Citrusdal,Tractor Driver,Permanent
967,2024-12,166.68529997191405,20,3.2,0,,Pack House Operations,Citrusdal Pack House,Packer,Contract
969,2024-12,117.03172057529792,20,3.4,0,,Logistics,Citrusdal,Logistics Supervisor,Permanent
970,2024-12,172.08535807399613,18,3.5,0,,Maize Production,Graaff-Reinet,Harvester,Permanent
971,2024-12,138.20242914935875,19,3.5,0,,Administration,Graaff-Reinet,Data Entry Clerk,Permanent
972,2024-12,181.85291034564696,20,3.3,0,,Pack House Operations,Citrusdal Pack House,Quality Inspector,Permanent
974,2024-12,157.36374944514003,10,2.2,0,,Pack House Operations,Ceres,Machine Operator,Seasonal
975,2024-12,120.64274767113639,20,3.6,0,,Cattle Farming,Dullstroom,Animal Care Specialist,Permanent
976,2024-12,214.54228328315875,20,3.5,0,,Pack House Operations,Ceres,Logistics Coordinator,Permanent
977,2024-12,218.06372930179694,14,2.9,0,,Pack House Operations,Ceres,Machine Operator,Permanent
978,2024-12,155.91191279967975,17,3.5,0,,Logistics,Upington,Dispatcher,Permanent
979,2024-12,180.97898548810542,19,3.2,0,,Pack House Operations,Ceres Pack House,Quality Inspector,Seasonal
981,2024-12,133.2308929697167,17,3.1,0,,Maize Production,Graaff-Reinet,Farm Worker,Seasonal
983,2024-12,207.25475078091532,19,3.4,0,,Pack House Operations,Ceres,Logistics Coordinator,Permanent
984,2024-12,165.58208263319017,12,2.5,0,,Pack House Operations,Ceres Pack House,Logistics Coordinator,Seasonal
985,2024-12,157.2610081348138,17,3.5,0,,Administration,Ceres Pack House,Office Manager,Permanent
986,2024-12,121.4442999286053,16,2.9,0,,Citrus Production,Citrusdal,Harvester,Seasonal
987,2024-12,134.19477752687845,20,3.5,0,,Maintenance,Upington,Maintenance Worker,Permanent
988,2024-12,115.2415680587021,11,2.4,0,,Grape Production,Upington,Vineyard Worker,Seasonal
989,2024-12,99.72547488877412,12,2.5,0,,Maintenance,Dullstroom,Maintenance Worker,Seasonal
990,2024-12,124.07059443636885,15,2.9,0,,Citrus Production,Ceres,Tractor Driver,Seasonal
991,2024-12,138.4396047537091,18,3.3,0,,Citrus Production,Ceres,Tractor Driver,Permanent
993,2024-12,199.2535474735751,9,2.4,0,,Pack House Operations,Ceres,Logistics Coordinator,Seasonal
995,2024-12,111.9566592778532,20,3.3,0,,Maintenance,Dullstroom,Electrician,Permanent
996,2024-12,182.22386628260844,13,2.7,0,,Pack House Operations,Ceres Pack House,Sorter,Seasonal
997,2024-12,154.0264953195555,20,3.6,0,,Citrus Production,Ceres,Harvester,Permanent
1,2025-01,110.28818791470493,17,3.0,0,,Management,Citrusdal Pack House,HR Manager,Permanent
2,2025-01,154.65544052719392,20,3.7,0,,Management,Citrusdal Pack House,Operations Manager,Permanent
3,2025-01,129.40343402511203,19,3.4,0,,Management,Upington,Production Manager,Permanent
4,2025-01,120.9634269685227,18,3.2,0,,Management,Ceres Pack House,Operations Manager,Permanent
5,2025-01,158.33325416435065,18,3.6,0,,Management,Ceres Pack House,Finance Manager,Permanent
6,2025-01,121.27000047542549,20,3.4,0,,Management,Dullstroom,HR Manager,Permanent
7,2025-01,130.61381351259368,20,3.5,0,,Management,Ceres Pack House,Production Manager,Permanent
8,2025-01,144.67412170731794,20,3.6,0,,Management,Citrusdal,Production Manager,Permanent
9,2025-01,148.10936224703326,20,3.7,0,,Management,Ceres,HR Manager,Permanent
10,2025-01,151.9507206605137,17,3.4,0,,Management,Dullstroom,HR Manager,Permanent
11,2025-01,115.36869737054307,19,3.3,0,,Management,Citrusdal Pack House,Production Manager,Permanent
12,2025-01,139.66488713404934,20,3.6,0,,Management,Dullstroom,General Manager,Permanent
13,2025-01,137.54135423081186,19,3.5,0,,Management,Citrusdal Pack House,Operations Manager,Permanent
14,2025-01,128.19567836057644,20,3.5,0,,Management,Ceres Pack House,General Manager,Permanent
15,2025-01,151.60954199148748,14,3.1,0,,Management,Citrusdal,Operations Manager,Permanent
16,2025-01,120.24892982059882,17,3.1,0,,Management,Upington,HR Manager,Permanent
17,2025-01,123.86959506368139,20,3.5,0,,Management,Ceres,Farm Manager,Permanent
18,2025-01,139.11917728551006,19,3.5,0,,Management,Graaff-Reinet,Production Manager,Permanent
19,2025-01,128.208886080412,17,3.2,0,,Management,Citrusdal,Operations Manager,Permanent
20,2025-01,152.44894751147606,20,3.7,0,,Management,Upington,Operations Manager,Permanent
21,2025-01,154.27753328318485,16,3.4,0,,Management,Citrusdal,Production Manager,Permanent
22,2025-01,138.09657940027517,15,3.1,2,Safety Incident,Management,Graaff-Reinet,Finance Manager,Permanent
23,2025-01,154.55149034032289,17,3.5,0,,Management,Citrusdal Pack House,General Manager,Permanent
24,2025-01,125.75879742440432,19,3.4,0,,Management,Dullstroom,HR Manager,Permanent
25,2025-01,124.39834072291363,18,3.3,0,,Management,Upington,Finance Manager,Permanent
26,2025-01,140.94765067508652,20,3.6,0,,Management,Citrusdal,Production Manager,Permanent
27,2025-01,127.43150605532729,19,3.4,0,,Management,Graaff-Reinet,General Manager,Permanent
28,2025-01,156.86606386294997,20,3.8,0,,Management,Citrusdal,General Manager,Permanent
29,2025-01,113.36966132640624,20,3.4,0,,Management,Ceres Pack House,Production Manager,Permanent
30,2025-01,129.12808872554288,18,3.3,0,,Management,Ceres Pack House,Farm Manager,Permanent
31,2025-01,131.9470322574027,20,3.5,0,,Management,Citrusdal,Farm Manager,Permanent
32,2025-01,149.56351790542075,18,3.5,0,,Management,Ceres Pack House,Finance Manager,Permanent
33,2025-01,114.50287944302616,18,3.2,0,,Management,Graaff-Reinet,General Manager,Permanent
34,2025-01,144.7762869654407,19,3.6,0,,Management,Ceres Pack House,Farm Manager,Permanent
35,2025-01,126.68687692768013,20,3.5,0,,Management,Graaff-Reinet,Farm Manager,Permanent
36,2025-01,109.84861344797213,17,3.0,1,Policy Violation,Management,Dullstroom,Operations Manager,Permanent
37,2025-01,137.33734436794907,20,3.6,0,,Management,Ceres,Production Manager,Permanent
38,2025-01,150.7401783758621,20,3.7,0,,Management,Ceres Pack House,HR Manager,Permanent
39,2025-01,123.97008848809416,20,3.5,0,,Management,Ceres Pack House,Finance Manager,Permanent
40,2025-01,126.39399592103105,20,3.5,0,,Management,Ceres,Farm Manager,Permanent
41,2025-01,121.96594272432006,19,3.3,0,,Management,Upington,HR Manager,Permanent
42,2025-01,142.48292434656514,20,3.6,0,,Management,Graaff-Reinet,HR Manager,Permanent
43,2025-01,129.17927816520327,20,3.5,0,,Management,Citrusdal Pack House,Operations Manager,Permanent
44,2025-01,128.91522014721778,20,3.5,0,,Management,Dullstroom,General Manager,Permanent
45,2025-01,116.40419271951713,19,3.3,0,,Management,Ceres,HR Manager,Permanent
46,2025-01,128.3372703412225,20,3.5,0,,Management,Upington,Finance Manager,Permanent
47,2025-01,153.10825411235592,20,3.7,0,,Management,Graaff-Reinet,Production Manager,Permanent
48,2025-01,143.6419455248851,19,3.5,0,,Management,Ceres,HR Manager,Permanent
49,2025-01,125.97323826206328,19,3.4,0,,Management,Upington,General Manager,Permanent
50,2025-01,144.98836830946811,19,3.6,0,,Management,Citrusdal,Operations Manager,Permanent
51,2025-01,190.8179581343596,10,2.4,0,,Pack House Operations,Ceres,Sorter,Seasonal
52,2025-01,130.19593158677864,13,2.7,0,,Citrus Production,Ceres,Farm Supervisor,Seasonal
53,2025-01,129.62782666368196,14,2.8,0,,Grape Production,Upington,Viticulturist,Seasonal
54,2025-01,97.18119532006715,18,3.0,0,,Logistics,Upington,Logistics Supervisor,Permanent
55,2025-01,121.86594972770052,16,3.1,0,,Logistics,Ceres,Dispatcher,Contract
56,2025-01,141.22199225787708,19,3.7,0,,Cattle Farming,Dullstroom,Cattle Herder,Permanent
57,2025-01,191.6630272438637,19,3.3,0,,Pack House Operations,Ceres Pack House,Quality Inspector,Seasonal
58,2025-01,162.86094196648506,11,2.4,0,,Pack House Operations,Citrusdal Pack House,Packer,Seasonal
59,2025-01,224.64264810008615,20,3.6,0,,Pack House Operations,Citrusdal Pack House,Machine Operator,Permanent
61,2025-01,242.94604276724928,19,3.6,0,,Pack House Operations,Ceres Pack House,Logistics Coordinator,Permanent
62,2025-01,137.2169527576353,20,3.6,0,,Logistics,Graaff-Reinet,Logistics Supervisor,Permanent
63,2025-01,183.0818473251629,8,2.2,0,,Pack House Operations,Ceres Pack House,Machine Operator,Seasonal
64,2025-01,201.5171997410283,10,2.5,0,,Pack House Operations,Ceres Pack House,Quality Inspector,Seasonal
65,2025-01,244.01926626655694,16,3.3,0,,Pack House Operations,Citrusdal Pack House,Machine Operator,Permanent
66,2025-01,136.35017322448732,19,3.5,0,,Logistics,Ceres Pack House,Driver,Permanent
67,2025-01,114.09692643026727,18,3.1,0,,Citrus Production,Citrusdal,Irrigation Specialist,Seasonal
68,2025-01,146.21075911526341,19,3.4,0,,Grape Production,Upington,Vineyard Worker,Permanent
69,2025-01,120.67089644593798,17,3.0,0,,Citrus Production,Citrusdal,Farm Worker,Seasonal
70,2025-01,118.19972925831495,16,3.0,0,,Administration,Dullstroom,Payroll Officer,Seasonal
71,2025-01,203.14610840198705,14,2.9,0,,Pack House Operations,Citrusdal Pack House,Machine Operator,Seasonal
72,2025-01,123.38583681646277,18,3.1,2,Unauthorized Absence,Citrus Production,Ceres,Farm Supervisor,Seasonal
73,2025-01,123.37420929526405,16,3.0,0,,Maize Production,Graaff-Reinet,Crop Specialist,Seasonal
74,2025-01,205.4241250110335,10,2.5,0,,Pack House Operations,Ceres,Floor Supervisor,Seasonal
75,2025-01,99.81633507050368,13,2.7,2,Policy Violation,Cattle Farming,Dullstroom,Cattle Herder,Seasonal
76,2025-01,95.99626966410507,18,3.0,0,,Maintenance,Upington,Maintenance Supervisor,Contract
77,2025-01,151.48015222728728,19,3.6,0,,Logistics,Citrusdal Pack House,Logistics Supervisor,Permanent
78,2025-01,148.90594840116339,16,3.2,0,,Citrus Production,Ceres,Tractor Driver,Permanent
79,2025-01,135.58615711106265,20,3.4,0,,Citrus Production,Citrusdal,Irrigation Specialist,Permanent
80,2025-01,119.78712710835005,19,3.3,0,,Administration,Dullstroom,Data Entry Clerk,Seasonal
81,2025-01,207.02567499414386,16,3.1,0,,Pack House Operations,Citrusdal Pack House,Floor Supervisor,Seasonal
82,2025-01,206.4889704698253,16,3.1,0,,Pack House Operations,Citrusdal Pack House,Quality Inspector,Seasonal
83,2025-01,132.10797406867238,12,2.6,0,,Citrus Production,Citrusdal,Harvester,Seasonal
